parl_session,person,paragraphs,title,position
61042a817ba645282cb84fec,60d4cc58c4ced20a9c9dff1f,Давам думата на народния представител Мария Капон.,Председател Любен Корнезов,house-speaker
61042a817ba645282cb84fec,,"Благодаря, господин председател.
Уважаеми дами и господа народни представители! Уважаема госпожо Капон, аз съм малко смутен от това, което прозвуча във Вашия въпрос, тъй като то по никой начин не може да бъде вярно. Знаете, че след като на парламента бяха предоставени договорите между „Булгаргаз” и „Газпром”, аз се надявах, че съмненията са изчезнали. Бих могъл да бъда пределно кратък и да не чета процедурата, по която се определя цената, тъй като „Булгаргаз” не може да провежда собствена ценова политика. Той няма такива правомощия. „Булгаргаз” има цена на входа, която се определя по методика, която Вие сте видели в тези договори. На базата на тази методика „Булгаргаз” определя цената. По нея се разплаща с „Газпром”. Единственото, което се случва, е, че „Булгаргаз” оповестява каква цена се получава от тези разчети един месец предварително. Оповестява ги публично. След това Държавната комисия за енергийно и водно регулиране провежда публично заседание, на което това се обсъжда. Така че целият процес е публичен. Всякакви предположения, че „Булгаргаз” си прави едни цени, не могат да бъдат верни. Ще ви прочета каква е процедурата.
Цената на природния газ за вътрешния пазар подлежи на регулиране от Държавната комисия за енергийно и водно регулиране. В съответствие със Закона за енергетиката образуването, утвърждаването и прилагането на цените е регламентирано с правила, съдържащи се в Наредбата за регулиране на цените на природния газ, приета в изпълнение на Закона за енергетиката.
В съответствие със споменатите по-горе нормативни документи цената на природния газ, реализирана от „Булгаргаз” на вътрешния пазар, се определя на всеки три месеца и най-общо представлява сбор от три променливи компонента, а именно: първо, цена на природния газ на входа на българската газопреносна система, която не е предмет на регулиране и въздействие от страна на ДКЕВР и „Булгаргаз”, а обективна даденост за България, произтичаща от дългосрочните договори за доставка на природен газ, сключени от дружеството, курса на лева спрямо щатския долар и тримесечните заявки на потребителите; второ, надценка за обществения доставчик „Булгаргаз”, представляваща 3% върху цената на природния газ на входа на българската газопреносна система, която надценка през последната година не е начислявана; трето, цена за пренос на природен газ през националната газопреносна мрежа, която дружеството предоставя на всички свои потребители. Тази компонента е предмет на регулиране – пълен контрол и въздействие към максимална ефективност от страна на ДКЕВР.
По определяне цената на природния газ на входа на българската газопреносна мрежа. Дългосрочните договори за доставка на природен газ съдържат формула за определяне на доставните цени, базиращи се на осреднените цени на алтернативните на природния газ горива. Това са мазут с 1% сяра и с 3,5% сяра и газьол за деветмесечен предходен период, тоест взема се девет месеца назад и се прави средна цена. Така се избягват резките колебания на цените. Този подход е благоприятен от гледна точка на смекчаване на резките покачвания на ценовите нива. Към тази цена се добавя такса за пренос през територията на Румъния. Годишният й размер съгласно договореностите е разпределен на равни месечни вноски. Изчислява се за тримесечни периоди и се влияе пряко от заявените за доставка през съответния период количества природен газ.
За пренос на природен газ през територията на Румъния е сключен договор с „Трансгаз медиас” – Румъния. Върху цените на внасяния природен газ оказва влияние и валутният курс на БНБ за щатския долар. За целите на ценообразуването се прилага отново осредненият курс за 30-дневен период, предхождащ внасянето на съответното предложение за цена. Курсът на долара спрямо лева има определящо влияние за равнището на левовата цена на природния газ на входа на газопреносната мрежа. Това са факторите, които оказват влияние върху цената.
Ще кажа няколко думи, тъй като говорите за влошено доверие с бизнеса, че там трябва да оправяме отношенията. Ето какви са фактите. За четвъртото тримесечие на 2007 г.: цена на входа на газопреносната мрежа – 334,25 лв. Цена, по която се продава в България на потребителите – 312,57 лв. Загуба от всеки 1000 куб.м газ – 21,72 лв. Абсурд!
Първо тримесечие на 2008 г.: 382,21 лв., продава се по 345,37 лв., загуба от 36,84 лв. на всеки 1000 куб.м газ.
Второ тримесечие на 2008 г.: 394,10 лв. на входа, 393,74 лв. на изхода. Загубата е само 0,36 лв.
Трето тримесечие на 2008 г. – върха на разбирателството: 511,16 лв. на входа, 415,07 лв. на изхода или загуба на всеки 1000 куб.м – 96,09 лв.
От това доверие между бизнеса и доставчика на газ през 2008 г. дружеството „Булгаргаз” е изгубило около 100 млн. лв., които самата Вие разбирате, че са останали в купувачите на газ в Република България, което по никаква пазарна логика не може да бъде обяснено на българите, които ходят в магазина и си плащат цените според това, което пише на табелките, а не според тяхното желание.  Благодаря.",Министър Петър Димитров,external
61042a817ba645282cb84fec,60d4cc58c4ced20a9c9dff1f,"Давам думата на министъра на икономиката и енергетиката господин Петър Димитров.
Господин министър, моля в рамките на пет минути да отговорите на госпожа Капон.",Председател Любен Корнезов,house-speaker
61042a817ba645282cb84fec,60d4cc5ac4ced20a9c9e0395,"Благодаря, господин председател.
Уважаеми колеги! Уважаеми господин Димитров, моето питане е от края на м. септември. Оттогава имаше доста развития. Очаквам и днес да ги чуем. Тогава бяха публикувани договори с „Газпром”, чиято достоверност оставаше все още непотвърдена. Тези договори не бяха дадени в края на месеца. По-късно те бяха представени на Народното събрание в специалното отделение, където част от колегите можехме да се запознаем с тях.
Много сериозни критики дойдоха и от представители на големия бизнес по отношение на яснотата на ценообразуването – по същество по-голям проблем за тях, отколкото цената сама по себе си. Това напомня на една друга икономика, в която само държавата има достатъчно информация, за да планира разходите си. Нашата при това го правеше доста лошо. Днес българската икономика не може да си позволи подобна непрозрачност, защото няма нищо общо с пазарните механизми. По същество се отнема възможността от бизнеса да реагира по пазарен начин.
В условията, в които се намира светът – в условия на финансова криза, да се създават условия по непрозрачен и абсолютно непазарен начин да се губят инвеститори, да се свива и оскъпява родното производство, да се ощетява по подобен начин бизнесът и крайните производители и потребители, е проява на частична безотговорност.
Ето защо днес ви питам: кога политиката на ценообразуване в „Булгаргаз холдинг” ще стане публична, за да могат инвеститорите и бизнесът да планират разходите си? Какви мерки ще предприеме вашето министерство, за да възстанови разклатеното доверие в българската икономика от страна на големия бизнес и чуждите инвеститори?  Благодаря.",Мария Капон,parl-member
61042a817ba645282cb84fec,60d4cc58c4ced20a9c9dff1f,"Уважаеми народни представители, позволете ми от ваше име да благодаря на министъра на вътрешните работи господин Михаил Миков за днешното му участие в парламентарния контрол.
Пристъпваме към въпроси и питания към министъра на икономиката и енергетиката господин Петър Димитров.
Първо, питане от народния представител Мария Капон към министър Димитров.",Председател Любен Корнезов,house-speaker
61042a817ba645282cb84fec,,"Да, нямам възражение. Затова Ви призовавам да ме питате точно това. Там като теглим чертата от плюсовете и минусите, се получаваше около 15 милиарда в полза на България от преподписването на новия договор, тъй като там имаше клауза –  „Взимаш или плащаш”, тоест България след като беше заявила два пъти по-големи количества, трябваше да ги плаща на „Газпром”.
Поради променената икономическа ситуация, знаете, че потреблението на газ в България реално беше два пъти по-малко. Ако старият договор беше продължил да действа, то България трябваше да си плаща за този газ, тъй като там правилото е: „Или го вземаш, или го плащаш”. Сега правилото в новия договор е обърнато – „Или ми доставяш газ колкото съм заявил, или ако не ми доставяш – плащаш”. Това ще е особено изгодно за България по транзитните договори, тъй като, ако падне консумацията в Турция, Гърция и Македония, ние пак ще си получаваме това, което ни се полага.
От тази гледна точка Ви казвам в момента да не се занимаваме с тази аритметика. Не говоря за това, че не бяха гарантирани нито количествата по транзита, нито количествата за вътрешното потребление. С новите договори, които се подписаха, тези количества бяха гарантирани.
Тъй като сте представител на пазарно мислещите в парламента, което ме радва, Ви казвам, че ми е странно да слушам от Вас логиката, когато става въпрос за газ, тогава да купуваме газта по непазарни цени. Когато става въпрос за нещо друго, след малко ще си говорим за хляба и за зърното, искаме да имаме пазарна икономика. Тези цени, за които Вие говорите бяха спомен от онова минало, от онези 45 години. Сега има пазар и цените се определят от цената на газьола и на мазута, които пък зависят от цената на петрола. Тези въпроси, които задавате, би могло да има една цена от времето на българо-съветската дружба, но това не са пазарни цени. Те нямат нищо общо с пазара.
От тази гледна точка си мисля, че това, което беше направено – плавно да се движим, не шоково, тъй като имаше и втори вариант  - например караме до 2010 г. по тези българо-съветски цени, изведнъж от 2010 г. цените се вдигат с пъти, както се случи. Аз не мисля, че нашата икономика, която потребява газ, би издържала на такъв шок. Затова си мисля, че това, което се случи с актуализацията на договорите беше в интерес на България и България консумира този интерес, в това число и с живите производства, които се опират върху потреблението на газ. Знаете например, че торовата ни промишленост, циментовата ни промишленост, да не говорим за топлофикациите, работят преди всичко с газ, благодарение на наличните количества от газ. Благодаря ви.",Министър Петър Димитров,external
61042a817ba645282cb84fec,60d4cc5ac4ced20a9c9e0395,Има време!,Мария Капон,parl-member
61042a817ba645282cb84fec,,"Уважаема госпожо Капон, ако сте искали да ме питате това, трябваше просто да ме попитате и тогава щях да Ви донеса конкретните разчети по години и с числа.",Министър Петър Димитров,external
61042a817ba645282cb84fec,60d4cc58c4ced20a9c9dff1f,Давам думата на министъра на икономиката и енергетиката господин Петър Димитров.,Председател Любен Корнезов,house-speaker
61042a817ba645282cb84fec,60d4cc5ac4ced20a9c9e0395,"Благодаря Ви, господин председател.
Може би сега трябва да ни разясните Вашето пълно противоречие от всичко, което слушаме, господин министър. Нека да се върнем към ироничния начин, по който представихте последните факти. Мисля, че 2007 г. Вашето правителство управляваше страната – или? „Булгаргаз” каква компания е? – Държавна. Имаме дял, нали? Как да го смятам? Значи Вие казвате 100 милиона загуби, а моят въпрос е: кое наложи новият договор с „Булгаргаз”?
Нека да се върнем на това защо трябваше предварително да бъде направен този договор. Голяма част от фактите, които са в този договор, няма как да ги изнеса, защото те са за служебно ползване. Вие знаете това и в момента с спекулирате с него. Това е големият въпрос: защо се наложи на България да преподпише този договор, който според мен, е напълно неизгоден? Каква е причината „Булгаргаз” да печели? Ако печели „Булгаргаз”, губят българските граждани, в крайна сметка това е. И да са на загуба, отново губят българските граждани.
Нека да се върнем към цената, за която Вие говорите. При вход 345, за да стигнем до 511 трябва да кажем, че в договора има две части и в следващият въпрос, който имам към Вас, ще стигнем до нея. Той е именно транспортът – тоест инфраструктурата. Затова е важно сега да ни кажете: как се случи това, дори когато има загуби? Кой ще поеме тези загуби? Защо се случва така, че да бъде преподписан този договор? Защото това е големият въпрос, на който всички ние трябва да дадем отговор.
Мои колеги тук направиха сметката и тогава Вие много рязко се противопоставихте на нея. Спомням си този дебат. Колегата Мартин Димитров направи сметката и каза, че около 500 милиона са загубите на страната ни. Нека сега, може би е времето, да обясним в обратна посока – кое наложи това, и аз съм убедена, че ще има повече яснота по тези въпроси?! Благодаря.",Мария Капон,parl-member
61042a817ba645282cb84fec,60d4cc58c4ced20a9c9dff1f,Давам думата на министъра на икономиката и енергетиката господин Петър Димитров.,Председател Любен Корнезов,house-speaker
61042a817ba645282cb84fec,60d4cc5ac4ced20a9c9e0395,"Тъй като въпросът е много свързан с питането, което беше досега – става въпрос за икономическите последствия от Договора за транзитна газ към Турция, Гърция и Македония. Освен доставката на газ „Булгаргаз холдинг” има и друга основна дейност, а именно преносът на газта до Турция, Гърция и Македония чрез дъщерното си дружество „Булгартрансгаз”. Стана ясно обаче, че поради забавяне в ремонтните дейности, в двете основни компресорни станции „Кардам” и „Лозенец” има реална опасност транзитните доставки на газ до трите съседни държави да бъдат сериозно нарушени. Това на свой ред означава, че ще намалеят и приходите от транзитните такси, които зависят, в крайна сметка от количеството транзитирано гориво.
Ето защо Ви питам следното, господин министър: можете ли да гарантирате, че доставката на газ по преносната мрежа към Турция, Гърция и Македония няма да бъдат прекъснати или затруднени, заради неотстранените проблеми в компресорните станции „Кардам” и „Лозенец”? Какви биха били загубите за държавата при такъв сценарий и каква е Вашата оценка за вероятността това да се случи? Мисля, че това е добра възможност да го дискутираме. Ще успее ли „Булгаргаз”, „Булгартрансгаз” да изпълни поетите договорни задължения за количеството природен газ, което ще бъде транзитирано през следващата година и какъв е от Вас очаквания приход от транзитните такси за 2009 г.? Благодаря.",Мария Капон,parl-member
61042a817ba645282cb84fec,60d4cc58c4ced20a9c9dff1f,"Има въпрос, зададен от народния представител Мария Капон към министър Димитров.
Имате думата, госпожо Капон.",Председател Любен Корнезов,house-speaker
61042a817ba645282cb84fec,60d4cc5ac4ced20a9c9e0395,"Благодаря Ви, господин министър, че ще започнем да си говорим за пазарна икономика.
Когато имаш дългосрочни договори и те са изгодни, дори до 2010 г., трябва да се опиташ да се възползваш максимално от тях. Когато си говорим за цената на петрола и покачване до 150 долара, знаете, беше преди само няколко месеца, днес цената падна под 50 долара на барел петрол. Какво се случи обаче с газа? Нали пак продължава този договор, който в целия този период, въпреки че, имайки предвид новият договор, който беше сключен, пак казвам, ще се огранича в даването на отговори от това, което съм прочела, имайки предвид, обаче този период твърдя, че договорът, който беше сключен от правителството на ОДС, е много по-добронамерен и много по-добър за българската икономика, от този договор, който Вие сключихте авансово, пак казвам, преди крайния срок. Ако този договор е за служебно ползване сега и ние можем тая дискусия да си я водим като човек, който управлява страната, от страна на мнозинството и човек, който е от опозицията, аз Ви предлагам, сигурно само след няколко месеца ще можем да водим тази дискусия, може би в друг вариант, в който може да се окаже, че част от аргументите ще бъдат по-публични и тогава ще се види наистина какъв е балансът.
Господин министър, ще се радвам, ще пусна писмено част от въпроса, за да получа цифрите относно Вашата част на сметката, която едва ли не, е 15 милиарда в полза на страната.",Мария Капон,parl-member
61042a817ba645282cb84fec,60d4cc58c4ced20a9c9dff1f,Давам думата на народния представител Мария Капон.,Председател Любен Корнезов,house-speaker
61042a817ba645282cb84fec,60d4cc5ac4ced20a9c9e0395,"За мен лично при такива големи обекти, тази неустойка е изключително малка. Аз с удоволствие ще получа всички допълнения.
Благодаря Ви за това, че ни уверявате, че няма да има каквито и да е по-малко приходи от транзитните такси за 2009 г. В крайна сметка още през следващите месеци ще бъдем свидетели дали наистина ще се окаже, че компресорните станции „Кардам” и „Лозенец” нямат общо и ще е невъзможно промяна на самата мрежа. За мен лично няма как да няма разлика в цялата преносна мрежа. Но приемам, че Вие смятате, че ще авансира работата през следващите месеци. Благодаря.",Мария Капон,parl-member
61042a817ba645282cb84fec,,"Един милион 131 хил. 628,65 евроцента.",Министър Петър Димитров,external
61042a817ba645282cb84fec,60d4cc5ac4ced20a9c9e0395,"Господин министър, аз ще се опитам да повторя това, което казахте за неустойките, тъй като бях почти шокирана в изчислението, което направих – чух за едната неустойка, и за другата, което значи около 13 хил. евро неустойка.",Мария Капон,parl-member
61042a817ba645282cb84fec,60d4cc58c4ced20a9c9dff1f,"Право на реплика - госпожо Капон, заповядайте.",Председател Любен Корнезов,house-speaker
61042a817ba645282cb84fec,,"Благодаря Ви, господин председател.
Уважаема госпожо Капон, позволете ми още в началото на моя отговор да Ви уверя, че прекъсвания на доставката на природен газ, поради липса на достатъчна разполагаема мощност на която и да е компресорна станция, са невъзможни. Невъзможни! Преносната система за транзитиране на газ през територията на страната е така проектирана, че да осигурява възможност намаляването на разполагаемите мощности на която и да компресорна станция, да бъде компенсирано чрез мощностите на другите станции в системата, като основна първопричина за евентуално транспортиране на по-малки количества газ и неспазването от страна на „Газпром експорт” на договорените параметри при подаването на природен газ на входа на транзитната мрежа, в този случай българската страна не е длъжна да изпълни условията на договора и не може да понесе санкции за неспазване графика за транзитиране.
Договорът с „Газпром експорт” – това е новият договор, предвижда руската страна да заплати 90% от стойността на заявеното за пренос количество, независимо от реално пренесенето. Тоест потенциалните загуби са много по-големи за доставчика, отколкото за оператора на мрежата.
Що се отнася до рехабилитацията на двете компресорни станции, искам да ви информирам, че забавянето на изпълнението на сключените договори не застрашава транзитния пренос от страна на „Булгартрансгаз”. Проблемите в рехабилитацията и модернизацията на двете компресорни станции „Кардам” и „Лозенец” се дължат на голямото забавяне в изпълнението на сключените със „Евифрусич” ООД договори, сроковете за приключване са изтекли още в края на 2006 г. След юридическото преструктуриране на стария „Булгаргаз” договорите са прехвърлени в „Булгартрансгаз”, ръководството на дружеството е провело редица срещи с изпълнителя и подизпълнителите, довели до ускорено продължаване на дейностите и е осигурено успешното изпълнение на договорите. Междувременно са приложени всички предвидени в договора санкции за закъснението. Ако искате, ще ви ги кажа.
Ръководството на „Булгартрансгаз” е предприело и допълнителни мерки извън рехабилитацията на двете компресорни станции за оптимизиране управлението на транзитната система – осигуряването на резервни газотурбинни двигатели и резервни части за тях, извършването на превантивни технически прегледи и обслужване, с което е повишена надеждността на системата. До момента няма причини да се счита, че транзитът през 2009 г. може да бъде застрашен, поради проблеми, свързани със състоянието на транзитната система. Очакваните приходи за 2009 г. от преноса на руски природен газ през територията на Република България са в размер на около 107 млн.долара.
Обещах да ви кажа за неустойките. За компресорна станция „Лозенец” са в размер на 1 млн. 131 хил. 628, 65 евроцента, наложена е максималната компенсация за забавяне по договора. За компресорни станции „Кардам” и „Лозенец” има допълнително 192 230 евро. Предстои със следващото плащане да бъде удължена максималната компенсация за забавяне по договора: за компресорна станция „Кардам” в размер на 1 млн. 273 хил. евро. Благодаря.",Министър Петър Димитров,external
61042a817ba645282cb84fec,60d4cc58c4ced20a9c9dff1f,"Давам думата на министъра на икономиката и енергетиката господин Петър Димитров.
Господин министър, моля в рамките на три минути да отговорите на господин Иванов.",Председател Любен Корнезов,house-speaker
61042a817ba645282cb84fec,60d4cc58c4ced20a9c9dff3a,"Уважаеми господин председател, уважаеми колеги, уважаеми господин министър! Сигурен съм, че ще се съгласите с мен, че изработването на енергийната стратегия на Република България е акт с изключителна важност за развитието на енергетиката по три основни причини. Преди всичко, защото в първото десетилетие на ХХІ век става повече от ясно, че енергетиката се явява изключително важен, ключов отрасъл, от чието състояние зависи устойчивото развитие на цялата страна.
На второ място, защото разработването и приемането на енергийна стратегия е изискване, заложено в Закона за енергетиката – както в предишния, така и в новоприетия Закон за енергетиката преди една година и нещо.
На трето място, защото енергийната стратегия определя приоритетите, целите на българската енергетика и инструментариума - средствата, с които тези цели  могат да бъдат постигнати.
Какво е положението у нас? След първата стратегия, която беше разработена и гласувана през 1999 г., през 2002 г. беше гласувана втората енергийна стратегия на страната. Още по време на разискванията беше заявено, че реално тя ще бъде изпълнявана до влизането на България в Европейския съюз, поради новите, разбира се, условия, които се очертават в нашата енергетика като страна - членка на Европейския съюз.
Всъщност, още през 2006 г., вашият предшественик министър Румен Овчаров обеща, че до края на 2006 г. стратегията ще бъде факт. Това не се случи. Това не стана и през 2007 г. На Консултативния съвет за национална сигурност правителството в лицето на министър-председателя обеща, че до края на м. ноември стратегията ще бъде факт. Тъй като вчера мина последното заседание на Министерския съвет за м. ноември и не беше разгледана енергийната стратегия, аз отправям към Вас следния въпрос: коя е причината за поредното забавяне на изготвянето на Енергийната стратегия на България? Кой е следващият срок за внасянето й в Народното събрание? Благодаря ви.",Иван Николаев Иванов,parl-member
61042a817ba645282cb84fec,60d4cc58c4ced20a9c9dff1f,"Дойде време за въпроси и питания от народния представител Иван Николаев Иванов, който чака от сутринта.
Господин Иванов, заповядайте, за да развиете Вашия въпрос към министър Петър Димитров.",Председател Любен Корнезов,house-speaker
61042a817ba645282cb84fec,,"Ще Ви дам още малко информация, госпожо Капон.
Към днешна дата компресорна станция „Кардам” разполага с четири работоспособни агрегата, един агрегат, на който в момента се извършват пусковоналадъчни операции. През м. декември 2008 г. очакваме да пристигне и шестият последен двигател за извършване на 72-часови проби. Считаме, че за настоящия сезон няма да има проблем с компресорната станция, защото в най-лошия вариант ще разполагаме с 4 работещи и с 1 резервен агрегат.
Станция „Лозенец” разполага с 4 работоспособни агрегата. В понеделник на 1 декември т.г. се очакват представителите на производителите за оценка на състоянието на един агрегат, през м.декември ще пристигне още един агрегат за извършване на пусковоналадъчни работи. През м.януари 2009 г. очакваме още един агрегат. Считаме, че няма да има проблеми през зимния сезон 2008-2009 г., защото в най-лошия вариант на територията на компресорната станция ще има на разположение, освен работещите четири агрегата, два резерви агрегата и един резервен двигател, който при необходимост може да влезе в експлоатация за два дни. Благодаря ви, надявам се, че съм омиротворил вашите очаквания.",Министър Петър Димитров,external
61042a817ba645282cb84fec,60d4cc58c4ced20a9c9dff1f,"Ако желаете, господин министър, имате право на дуплика.",Председател Любен Корнезов,house-speaker
61042a817ba645282cb84fec,,"Да, специално за господин Иванов.
Вчера стратегията мина на оперативно заседание на Министерския съвет и беше приета с препоръка да бъде публикувана на Интернет-страницата. И вече е публикувана.
Има още едно допълнение, което трябва да  се реализира. Но трябваше да мине през този първи етап. Трябва да мине през екологична оценка, затова ние трябва да направим обществена поръчка. Оценките са, че ще са необходими около 45 дни, за да мине цялата процедура по обявяване, набиране на оферти. За изпълнение на поръчката специалистите казват, че са необходими поне три месеца от фирмите, които ще спечелят,  след това около един месец - за обработка на резултатите от Министерството на околната среда и водите. Така че тази оценка ще бъде готова след около четири месеца. Няма да пропилеем тези четири месеца, ще ги ползваме допълнително - за публично обсъждане, в това число и в Комисията по енергетиката, така че можем да работим паралелно. Но разбирате, че към екооценка не може да се минава без продуктът до голяма степен да е завършен. Така че на базата на концепцията, за която Вие споменахте, е разработена стратегията. Надявам се на активното ви участие в нейното обсъждане. И, за да Ви помогна, Ви я връчвам.",Министър Петър Димитров,external
